"Brand_Name","flavor","CO","nic","tar","size","filter","pack","menthol"
"Highway* ","Lt",12,0.7,9,"100","F","SP","no"
"Highway* ","Lt",12,0.7,10,"100","F","SP","yes"
"Highway* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Highway* ","FF",16,0.8,14,"King","F","SP","no"
"Highway* ","FF",17,0.8,14,"King","F","SP","yes"
"Highway* ","Lt",13,0.7,10,"King","F","SP","no"
"Highway* ","Lt",12,0.6,9,"King","F","SP","yes"
"Highway* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Highway* ","",16,1.1,20,"King","NF","SP","no"
"Horizon* ","Lt",12,1,12,"100","F","SP","no"
"Horizon* ","Lt",12,0.1,11,"100","F","SP","yes"
"House Blend* ","",14,1.1,15,"King","F","HP","no"
"House Blend* ","",12,0.8,11,"King","F","HP","no"
"Jacks* ","FF",18,0.8,13,"100","F","SP","no"
"Jacks* ","FF",17,0.8,13,"100","F","SP","yes"
"Jacks* ","Lt",12,0.7,9,"100","F","SP","no"
"Jacks* ","Lt",12,0.7,10,"100","F","SP","yes"
"Jacks* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Jacks* ","FF",16,0.9,15,"King","F","HP","no"
"Jacks* ","Lt",12,0.6,9,"King","F","HP","no"
"Jacks* ","FF",16,0.8,14,"King","F","SP","no"
"Jacks* ","FF",17,0.8,14,"King","F","SP","yes"
"Jacks* ","Lt",13,0.7,10,"King","F","SP","no"
"Jacks* ","Lt",12,0.6,9,"King","F","SP","yes"
"Jacks* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Jacks* ","",16,1.1,20,"King","NF","SP","no"
"Jasmine ","LtSlim",8,0.5,7,"100","F","HP","no"
"Jumbos* ","",18,1.1,16,"King","F","HP","no"
"Jumbos* ","Lt",12,0.9,11,"King","F","HP","no"
"Kent ","",13,1,14,"100","F","SP","no"
"Kent ","",12,0.9,12,"King","F","HP","no"
"Kent ","",13,0.9,12,"King","F","SP","no"
"Kent Golden Lights ","Lt",10,0.8,9,"100","F","HP","no"
"Kent Golden Lights ","Lt",11,0.8,10,"100","F","SP","no"
"Kent Golden Lights ","Lt",10,0.8,9,"100","F","SP","yes"
"Kent Golden Lights ","Lt",10,0.7,8,"King","F","HP","no"
"Kent Golden Lights ","Lt",10,0.7,8,"King","F","SP","no"
"Kent Golden Lights ","Lt",10,0.7,8,"King","F","SP","yes"
"Kent III ","Ultra-Lt",7,0.5,5,"100","F","HP","no"
"Kent III ","Ultra-Lt",7,0.5,5,"100","F","SP","no"
"Kent HI ","Ultra-Lt",5,0.4,4,"King","F","SP","no"
"Kool* ","",15,1.2,16,"100","F","HP","yes"
"Kool* ","FF",15,1.2,16,"100","F","HP","yes"
"Kool* ","Lt",9,0.7,8,"100","F","HP","yes"
"Kool* ","Mild",11,0.9,11,"100","F","HP","yes"
"Kool ","Lt",9,0.7,8,"100","F","SP","yes"
"Kool ","Mild",11,0.8,10,"100","F","SP","yes"
"Kool ","SuperLong",15,1.2,16,"100","F","SP","yes"
"Kool ","Ultra",8,0.5,7,"100","F","SP","yes"
"Kool ","",15,1.2,17,"King","F","HP","yes"
"Kool ","",14,1.2,16,"King","F","HP","yes"
"Kool* ","Lt",9,0.6,8,"King","F","HP","yes"
"Kool ","Mild",11,0.9,11,"King","F","HP","yes"
"Kool ","",15,1.2,17,"King","F","SP","yes"
"Kool* ","",13,1.2,16,"King","F","SP","yes"
"Kool ","Lt",8,0.6,7,"King","F","SP","yes"
"Kool ","Mild",11,0.9,12,"King","F","SP","yes"
"Kool ","Ultra",7,0.4,6,"King","F","SP","yes"
"Kool ","",12,1.3,20,"Reg","NF","SP","yes"
"L&M 100 ","FF",15,0.7,10,"100","F","SP","no"
"L&M 100 ","Lt",8,0.6,7,"100","F","SP","no"
"L&M KS ","FF",16,0.8,13,"King","F","HP","no"
"L&M KS ","FF",17,0.8,14,"King","F","SP","no"
"Lark ","FF",17,1.1,15,"100","F","SP","no"
"Lark ","Lt",12,0.9,12,"100","F","SP","no"
"Lark ","FF",16,1,14,"King","F","SP","no"
"Lark ","Lt",11,0.8,11,"King","F","SP","no"
"Legend* ","FF",18,0.8,13,"100","F","SP","no"
"Legend* ","FF",17,0.8,13,"100","F","SP","yes"
"Legend* ","Lt",12,0.7,9,"100","F","SP","no"
"Legend* ","Lt",12,0.7,10,"100","F","SP","yes"
"Legend* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Legend* ","FF",16,0.8,14,"King","F","SP","no"
"Legend* ","FF",17,0.8,14,"King","F","SP","yes"
"Legend* ","Lt",13,0.7,10,"King","F","SP","no"
"Legend* ","Lt",12,0.6,9,"King","F","SP","yes"
"Legend* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Legend* ","",16,1.1,20,"King","NF","SP","no"
"Lucky Strike ","",17,1.5,24,"Reg","NF","SP","no"
"Lucky Strike* ","",7,0.5,7,"King","F","HP","no"
"Lucky Strike* ","Lt",11,0.8,10,"King","F","HP","no"
"Lucky Strike* ","FF",13,1.1,15,"King","F","SP","no"
"Magna ","",16,0.8,14,"King","F","HP","no"
"Magna ","Lt",13,0.7,10,"King","F","HP","no"
"Magna ","",16,0.8,14,"King","F","SP","no"
"Magna ","Lt",12,0.6,10,"King","F","SP","no"
"Marker* ","FF",18,0.8,13,"100","F","SP","no"
"Marker* ","FF",17,0.8,13,"100","F","SP","yes"
"Marker* ","Lt",12,0.7,9,"100","F","SP","no"
"Marker* ","Lt",12,0.7,10,"100","F","SP","yes"
"Marker* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Marker* ","FF",16,0.8,14,"King","F","SP","no"
"Marker* ","FF",17,0.8,14,"King","F","SP","yes"
"Marker* ","Lt",13,0.7,10,"King","F","SP","no"
"Marker* ","Lt",12,0.6,9,"King","F","SP","yes"
"Marker* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Marker* ","",16,1.1,20,"King","NF","SP","no"
"Marlboro ","GoldPkg",15,1.1,15,"100","F","HP","no"
"Marlboro ","GoldPkg",15,1.1,15,"100","F","HP","no"
"Marlboro ","RedPkg",14,1.1,15,"100","F","HP","no"
"Marlboro ","Lt",13,0.8,10,"100","F","HP","no"
"Marlboro ","Lt",12,0.8,10,"100","F","HP","yes"
"Marlboro ","Medium",14,1,13,"100","F","HP","no"
"Marlboro ","Ultra-Lt",8,0.5,6,"100","F","HP","no"
"Marlboro ","GoldPkg",16,1.2,16,"100","F","SP","no"
"Marlboro ","GoldPkg",16,1.2,16,"100","F","SP","no"
"Marlboro ","RedPkg",16,1.2,16,"100","F","SP","no"
"Marlboro ","RedPkg",16,1.2,16,"100","F","SP","no"
"Marlboro ","Lt",13,0.8,11,"100","F","SP","no"
"Marlboro ","Lt",13,0.8,11,"100","F","SP","no"
"Marlboro ","Lt",12,0.7,9,"100","F","SP","yes"
"Marlboro ","Medium",13,1,13,"100","F","SP","no"
"Marlboro ","",14,1.1,15,"King","F","HP","no"
"Marlboro ","",14,1.1,15,"King","F","HP","no"
"Marlboro ","",15,1.1,16,"King","F","HP","yes"
"Marlboro ","",15,1.1,16,"King","F","HP","yes"
"Marlboro ","Lt",12,0.8,11,"King","F","HP","no"
"Marlboro ","Lt",12,0.8,11,"King","F","HP","no"
"Marlboro ","Lt",10,0.8,10,"King","F","HP","yes"
"Marlboro ","Lt",10,0.8,10,"King","F","HP","yes"
"Marlboro ","Medium",12,0.9,12,"King","F","HP","no"
"Marlboro ","Medium",12,0.9,12,"King","F","HP","no"
"Marlboro ","Ultra-Lt",7,0.5,6,"King","F","HP","no"
"Marlboro ","",15,1.1,15,"King","F","SP","no"
"Marlboro ","",15,1.1,15,"King","F","SP","no"
"Marlboro ","",15,1.1,16,"King","F","SP","no"
"Marlboro ","",15,1.1,16,"King","F","SP","yes"
"Marlboro ","",15,1.1,16,"King","F","SP","yes"
"Marlboro ","Lt",12,0.8,11,"King","F","SP","no"
"Marlboro ","Lt",12,0.8,10,"King","F","SP","no"
"Marlboro ","Lt",12,0.8,11,"King","F","SP","no"
"Marlboro ","Lt",10,0.8,10,"King","F","SP","yes"
"Marlboro ","Lt",10,0.8,10,"King","F","SP","yes"
"Marlboro ","Medium",12,0.8,11,"King","F","SP","no"
"Marlboro ","Medium",12,0.8,11,"King","F","SP","no"
"Maverick ","",18,1.3,18,"100","F","HP","yes"
"Maverick ","Lt",11,0.7,8,"100","F","HP","yes"
"Maverick ","",15,1.1,15,"100","F","SP","no"
"Maverick ","Lt",11,0.7,9,"100","F","SP","no"
"Maverick ","",14,0.9,13,"King","F","HP","no"
"Maverick ","",16,1,15,"King","F","HP","no"
"Maverick ","",15,1,15,"King","F","HP","yes"
"Maverick ","Lt",12,0.7,10,"King","F","HP","no"
"Maverick ","Lt",10,0.8,10,"King","F","HP","no"
"Maverick ","Lt",12,0.7,9,"King","F","HP","yes"
"Maverick ","",15,1,14,"King","F","SP","no"
"Maverick ","Lt",9,0.7,8,"King","F","SP","no"
"Max ","",17,1.3,16,"120","F","SP","no"
"Max ","",17,1.3,16,"120","F","SP","yes"
"Merit ","Ultima",4,0.2,2,"100","F","HP","no"
"Merit ","Ultra-Lt",8,0.6,6,"100","F","HP","no"
"Merit ","",12,0.8,9,"100","F","SP","no"
"Merit ","",12,0.8,9,"100","F","SP","no"
"Merit ","",11,0.7,9,"100","F","SP","yes"
"Merit ","",11,0.7,9,"100","F","SP","yes"
"Merit ","Ultima",5,0.2,2,"100","F","SP","no"
"Merit ","Ultra-Lt",8,0.5,6,"100","F","SP","no"
"Merit ","Ultra-Lt",8,0.5,6,"100","F","SP","no"
"Merit ","Ultra-Lt",7,0.5,5,"100","F","SP","yes"
"Merit ","Ultra-Lt",7,0.5,5,"100","F","SP","yes"
"Merit ","",10,0.6,8,"King","F","HP","no"
"Merit ","",10,0.6,8,"King","F","HP","no"
"Merit ","Ultima",2,0.1,1,"King","F","HP","no"
"Merit ","Ultra-Lt",7,0.5,5,"King","F","HP","no"
"Merit ","",10,0.6,8,"King","F","SP","no"
"Merit ","",10,0.6,8,"King","F","SP","no"
"Merit ","",9,0.6,7,"King","F","SP","yes"
"Merit ","",9,0.6,7,"King","F","SP","yes"
"Merit ","Ultima",3,0.1,1,"King","F","SP","no"
"Merit ","Ultra-Lt",7,0.5,5,"King","F","SP","no"
"Merit ","Ultra-Lt",7,0.5,5,"King","F","SP","no"
"Merit ","Ultra-Lt",6,0.5,5,"King","F","SP","yes"
"Merit ","Ultra-Lt",6,0.5,5,"King","F","SP","yes"
"Misty Slims ","FFSlim",13,1,14,"100","F","HP","no"
"Misty Slims ","FFSlim",13,1,14,"100","F","HP","yes"
"Misty Slims ","LtSlim",8,0.6,8,"100","F","HP","no"
"Misty Slims ","LtSlim",8,0.7,8,"100","F","HP","yes"
"Misty Slims ","Ultra-LtSlim",5,0.5,5,"100","F","HP","no"
"Misty Slims ","Ultra-LtSlim",5,0.5,5,"100","F","HP","yes"
"Misty Slims ","Ultra-LtSlim",5,0.5,5,"100","F","HP","yes"
"Misty Slims ","LtSlim",10,1,12,"120","F","HP","no"
"Misty Slims ","LtSlim",10,1,12,"120","F","HP","yes"
"Monaco* ","FF",18,0.8,13,"100","F","SP","no"
"Monaco* ","FF",17,0.8,13,"100","F","SP","yes"
"Monaco* ","Lt",12,0.7,9,"100","F","SP","no"
"Monaco* ","Lt",12,0.7,10,"100","F","SP","yes"
"Monaco* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Monaco* ","FF",16,0.8,14,"King","F","SP","no"
"Monaco* ","FF",17,0.8,14,"King","F","SP","yes"
"Monaco* ","Lt",13,0.7,10,"King","F","SP","no"
"Monaco* ","Lt",12,0.6,9,"King","F","SP","yes"
"Monaco* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Monaco* ","",16,1.1,20,"King","NF","SP","no"
"Monarch ","",17,0.8,14,"100","F","SP","yes"
"Monarch ","FF",17,0.8,13,"100","F","SP","no"
"Monarch ","Lt",12,0.7,9,"100","F","SP","no"
"Monarch ","Lt",12,0.7,10,"100","F","SP","yes"
"Monarch ","Ultra-Lt",8,0.4,4,"100","F","SP","no"
"Monarch ","",17,0.8,14,"King","F","HP","yes"
"Monarch ","FF",16,0.9,15,"King","F","HP","no"
"Monarch ","Lt",12,0.6,9,"King","F","HP","no"
"Monarch ","Lt",12,0.6,10,"King","F","HP","yes"
"Monarch ","",17,0.8,14,"King","F","SP","yes"
"Monarch ","FF",16,0.8,14,"King","F","SP","no"
"Monarch ","Lt",13,0.6,10,"King","F","SP","no"
"Monarch ","Lt",12,0.6,9,"King","F","SP","yes"
"Monarch ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Monarch ","",16,1.1,20,"King","NF","SP","no"
"More ","Lt",9,0.8,9,"100","F","HP","no"
"More ","Lt",9,0.8,9,"100","F","HP","yes"
"More ","",22,1.2,15,"120","F","SP","no"
"More ","",20,1.2,14,"120","F","SP","yes"
"More ","Lt",18,0.9,11,"120","F","SP","no"
"More ","Lt",16,0.9,10,"120","F","SP","yes"
"More ","Wht-Lt",15,1,12,"120","F","SP","no"
"More ","Wht-Lt",15,1.1,12,"120","F","SP","yes"
"Mustang* ","FF",18,0.8,13,"100","F","SP","no"
"Mustang* ","FF",17,0.8,13,"100","F","SP","yes"
"Mustang* ","Lt",12,0.7,9,"100","F","SP","no"
"Mustang* ","Lt",12,0.7,10,"100","F","SP","yes"
"Mustang* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Mustang* ","FF",16,0.9,15,"King","F","HP","no"
"Mustang* ","Lt",12,0.6,9,"King","F","HP","no"
"Mustang* ","FF",16,0.8,14,"King","F","SP","no"
"Mustang* ","FF",17,0.8,14,"King","F","SP","yes"
"Mustang* ","Lt",13,0.7,10,"King","F","SP","no"
"Mustang* ","Lt",12,0.6,9,"King","F","SP","yes"
"Mustang* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Newport ","",16,1,15,"100","F","HP","no"
"Newport ","",18,1.4,19,"100","F","HP","yes"
"Newport ","Lt",11,0.7,9,"100","F","HP","no"
"Newport ","",18,1.4,19,"100","F","SP","yes"
"Newport ","10-pk",18,1.4,19,"100","F","SP","yes"
"Newport ","25-pk",18,1.4,19,"100","F","SP","yes"
"Newport ","Lt",12,0.7,10,"80","F","HP","no"
"Newport ","",17,0.8,14,"King","F","HP","no"
"Newport ","",16,1.2,16,"King","F","HP","yes"
"Newport ","",17,1.2,17,"King","F","SP","yes"
"Newport ","10-pk",17,1.2,17,"King","F","SP","yes"
"Newport ","25-pk",17,1.3,17,"King","F","SP","yes"
"Newport Lights ","Lt",11,0.8,10,"100","F","HP","yes"
"Newport Lights ","Lt",11,0.8,10,"100","F","SP","yes"
"Newport Lights ","Lt",11,0.7,9,"King","F","HP","yes"
"Newport Lights ","Lt",11,0.7,9,"King","F","SP","yes"
"Newport Slim ","Slim-Lt",10,0.8,10,"100","F","HP","yes"
"Newport Slim* ","Slim",12,1.1,13,"120","F","HP","yes"
"Newport Slim* ","Slim-Lt",11,0.8,11,"120","F","HP","yes"
"Newport Stripe ","Lt",14,0.9,11,"100","F","HP","no"
"Newport Stripe ","Lt",14,0.8,11,"100","F","HP","yes"
"Now ","",3,0.2,2,"100","F","SP","no"
"Now ","",3,0.2,2,"100","F","SP","yes"
"Old Gold ","",18,1.1,15,"100","F","HP","no"
"Old Gold ","",18,1.2,15,"100","F","SP","no"
"Old Gold ","",5,0.5,4,"100","F","SP","no"
"Old Gold ","Lt",14,0.8,10,"100","F","SP","no"
"Old Gold ","Lt",11,0.7,9,"100","F","SP","yes"
"Old Gold ","",16,1,14,"King","F","HP","no"
"Old Gold ","Lt",10,0.7,8,"King","F","HP","no"
"Old Gold ","",17,1.1,15,"King","F","SP","no"
"Old Gold ","Lt",11,0.8,8,"King","F","SP","no"
"Old Gold ","",14,1.8,10,"King","NF","HP","no"
"Old Gold ","Straight",18,1.8,26,"King","NF","SP","no"
"Pace* ","",18,0.8,13,"100","F","SP","no"
"Pace* ","Lt",12,0.7,9,"100","F","SP","no"
"Pace* ","Lt",12,0.7,10,"100","F","SP","yes"
"Pace* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Pace* ","FF",16,0.8,14,"King","F","SP","no"
"Pace* ","Lt",13,0.7,10,"King","F","SP","no"
"Pace* ","Lt",12,0.6,9,"King","F","SP","yes"
"Pace* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Pall Mall* ","FF",15,1,15,"100","F","SP","no"
"Pall Mall ","FF",15,1.2,15,"100","F","SP","no"
"Pall Mall ","FFRed",16,1.2,16,"100","F","SP","no"
"Pall Mall ","Lt",12,0.9,12,"100","F","SP","no"
"Pall Mall ","Red",13,1.1,15,"King","F","SP","no"
"Pall Mall ","",16,1.6,24,"King","NF","SP","no"
"Pall Mall* ","",16,1.6,24,"Reg","NF","SP","no"
"Parliament ","Lt",15,1,13,"100","F","HP","yes"
"Parliament ","Lt",14,1,12,"100","F","SP","no"
"Parliament ","Lt",14,1,12,"100","F","SP","no"
"Parliament ","Lt",10,0.7,9,"King","F","HP","no"
"Parliament ","Lt",12,0.7,10,"King","F","HP","yes"
"Parliament ","Lt",10,0.7,9,"King","F","SP","no"
"Parliament ","Lt",10,0.7,9,"King","F","SP","no"
"Picayune ","FF",15,1.2,18,"Reg","NF","SP","no"
"Pilot* ","FF",18,0.8,13,"100","F","SP","no"
"Pilot* ","FF",17,0.8,13,"100","F","SP","yes"
"Pilot* ","Lt",12,0.7,9,"100","F","SP","no"
"Pilot* ","Lt",12,0.7,10,"100","F","SP","yes"
"Pilot* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Pilot* ","FF",16,0.9,15,"King","F","HP","no"
"Pilot* ","Lt",12,0.6,9,"King","F","HP","no"
"Pilot* ","FF",16,0.8,14,"King","F","SP","no"
"Pilot* ","FF",17,0.8,14,"King","F","SP","yes"
"Pilot* ","Lt",13,0.7,10,"King","F","SP","no"
"Pilot* ","Lt",12,0.6,9,"King","F","SP","yes"
"Pilot* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Pilot* ","",16,1.1,20,"King","NF","SP","no"
"Planet* ","",13,1.1,15,"King","F","HP","no"
"Planet* ","",13,0.8,11,"King","F","HP","yes"
"Planet* ","",13,1,15,"King","F","HP","yes"
"Planet* ","Lt",12,0.8,10,"King","F","HP","no"
"Players ","",15,1,14,"100","F","HP","no"
"Players ","",14,1,14,"100","F","HP","yes"
"Players ","Lt",14,0.7,10,"100","F","SP","no"
"Players ","Lt",14,0.7,10,"100","F","SP","yes"
"Players ","",11,0.8,11,"King","F","HP","no"
"Players ","",12,0.8,11,"King","F","HP","yes"
"Players ","Lt",14,0.7,11,"King","F","SP","no"
"Players ","Lt",13,0.7,11,"King","F","SP","yes"
"Players ","",14,1.7,23,"Reg","NF","HP","no"
"PM International ","Int'l",15,1.1,15,"100","F","HP","no"
"PM International ","Int'l",14,1.1,15,"100","F","HP","yes"
"Price Master* ","FF",18,0.8,13,"100","F","SP","no"
"Price Master* ","FF",17,0.8,13,"100","F","SP","yes"
"Price Master* ","Lt",12,0.7,9,"100","F","SP","no"
"Price Master* ","Lt",12,0.7,10,"100","F","SP","yes"
"Price Master* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Price Master* ","FF",16,0.9,15,"King","F","HP","no"
"Price Master* ","Lt",12,0.6,9,"King","F","HP","no"
"Price Master* ","FF",16,0.8,14,"King","F","SP","no"
"Price Master* ","FF",17,0.8,14,"King","F","SP","yes"
"Price Master* ","Lt",13,0.7,10,"King","F","SP","no"
"Price Master* ","Lt",12,0.6,9,"King","F","SP","yes"
"Price Master* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Price Master* ","",16,1.1,20,"King","NF","SP","no"
"Prime ","FF",17,0.9,15,"100","F","SP","no"
"Prime ","FF",15,0.9,14,"100","F","SP","yes"
"Prime ","Lt",13,0.7,10,"100","F","SP","no"
"Prime ","Lt",9,0.7,8,"100","F","SP","yes"
"Prime ","Ultra-Lt",6,0.4,5,"100","F","SP","no"
"Prime ","FF",16,1,16,"King","F","HP","no"
"Prime ","Lt",12,0.7,10,"King","F","HP","no"
"Prime ","FF",15,0.9,15,"King","F","SP","no"
"Prime ","FF",14,0.9,14,"King","F","SP","yes"
"Prime ","Lt",11,0.7,10,"King","F","SP","no"
"Prime ","Lt",10,0.7,9,"King","F","SP","yes"
"Prime ","Ultra-Lt",7,0.4,5,"King","F","SP","no"
"Prime ","",14,1.2,21,"King","NF","SP","no"
"Private Stock ","FF",17,0.9,15,"100","F","SP","no"
"Private Stock ","FF",15,0.9,14,"100","F","SP","yes"
"Private Stock ","Lt",13,0.7,10,"100","F","SP","no"
"Private Stock ","Lt",9,0.7,8,"100","F","SP","yes"
"Private Stock ","Ultra-Lt",6,0.4,4,"100","F","SP","no"
"Private Stock ","FF",16,1,16,"King","F","HP","no"
"Private Stock ","Lt",11,0.7,9,"King","F","HP","no"
"Private Stock ","FF",14,0.9,15,"King","F","SP","no"
"Private Stock ","FF",14,1,15,"King","F","SP","yes"
"Private Stock ","Lt",12,0.7,10,"King","F","SP","no"
"Private Stock ","Lt",10,0.7,9,"King","F","SP","yes"
"Private Stock ","Ultra-Lt",7,0.4,5,"King","F","SP","no"
"Private Stock ","",14,1.2,21,"King","NF","SP","no"
"Pyramid ","FF",22,0.9,15,"100","F","SP","no"
"Pyramid ","FF",22,0.8,15,"100","F","SP","yes"
"Pyramid ","Lt",16,0.7,10,"100","F","SP","no"
"Pyramid ","Lt",15,0.6,9,"100","F","SP","yes"
"Pyramid ","Ultra-Lt",7,0.4,5,"100","F","SP","no"
"Pyramid ","FF",18,0.7,14,"King","F","SP","no"
"Pyramid ","FF",18,0.7,14,"King","F","SP","yes"
"Pyramid ","Lt",15,0.7,10,"King","F","SP","no"
"Pyramid ","FF",18,1.5,25,"King","NF","SP","no"
"Quality Smokes* ","Lt",13,0.7,10,"100","F","HP","no"
"Quality Smokes* ","FF",18,0.8,13,"100","F","SP","no"
"Quality Smokes* ","FF",17,0.8,13,"100","F","SP","yes"
"Quality Smokes* ","Lt",12,0.7,9,"100","F","SP","no"
"Quality Smokes* ","Lt",12,0.7,10,"100","F","SP","yes"
"Quality Smokes* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Quality Smokes* ","FF",16,0.9,15,"King","F","HP","no"
"Quality Smokes* ","Lt",12,0.6,9,"King","F","HP","no"
"Quality Smokes* ","FF",16,0.8,14,"King","F","SP","no"
"Quality Smokes* ","FF",17,0.8,14,"King","F","SP","yes"
"Quality Smokes* ","Lt",13,0.7,10,"King","F","SP","no"
"Quality Smokes* ","Lt",12,0.6,9,"King","F","SP","yes"
"Quality Smokes* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Quality Smokes* ","",16,1.1,20,"King","NF","SP","no"
"Rainbow* ","FF",18,0.8,13,"100","F","SP","no"
"Rainbow* ","Lt",12,0.7,9,"100","F","SP","no"
"Rainbow* ","Lt",12,0.7,10,"100","F","SP","yes"
"Rainbow* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Rainbow* ","FF",16,0.8,14,"King","F","SP","no"
"Rainbow* ","Lt",13,0.7,10,"King","F","SP","no"
"Rainbow* ","Lt",12,0.6,9,"King","F","SP","yes"
"Raleigh ","",15,1.1,16,"100","F","SP","no"
"Raleigh ","Lt",12,0.9,12,"100","F","SP","no"
"Raleigh ","",16,1,17,"King","F","SP","no"
"Raleigh ","Lt",11,0.8,10,"King","F","SP","no"
"Raleigh ","Plain",14,1.3,22,"Reg","NF","SP","no"
"Raleigh Extra ","",16,0.9,14,"100","F","SP","no"
"Raleigh Extra ","",13,0.7,10,"100","F","SP","no"
"Raleigh Extra ","Extra-Lt",9,0.7,8,"100","F","SP","yes"
"Raleigh Extra ","Ultra-Lt",6,0.4,5,"100","F","SP","no"
"Raleigh Extra ","",15,0.9,15,"King","F","SP","no"
"Raleigh Extra ","Extra-Lt",11,0.7,9,"King","F","SP","no"
"Raleigh Extra ","",15,1.3,23,"King","NF","SP","no"
"Richland 20's ","",17,1.3,17,"100","F","SP","no"
"Richland 20's ","",15,1.2,16,"100","F","SP","yes"
"Richland 20's ","",13,1.1,15,"King","F","HP","no"
"Richland 20's ","",14,1.1,16,"King","F","SP","no"
"Richland 20's ","",14,1.1,16,"King","F","SP","yes"
"Salem* ","FF",16,1.2,16,"100","F","HP","yes"
"Salem ","Lt",11,1,12,"100","F","HP","yes"
"Salem ","Slim-Lt",9,0.8,9,"100","F","HP","yes"
"Salem ","",18,1.3,17,"100","F","SP","yes"
"Salem* ","Preferred",17,1.2,16,"100","F","SP","yes"
"Salem ","Lt",11,0.7,8,"100","F","SP","yes"
"Salem* ","LtPreferred",9,0.6,7,"100","F","SP","yes"
"Salem ","Ultra-Lt",8,0.5,5,"100","F","SP","yes"
"Salem ","Gold",17,1.2,18,"King","F","HP","yes"
"Salem* ","FF",17,1.1,17,"King","F","HP","yes"
"Salem* ","Lt",11,0.7,9,"King","F","HP","yes"
"Salem ","",17,1.2,18,"King","F","SP","yes"
"Salem ","Lt",13,0.8,10,"King","F","SP","yes"
"Salem ","Ultra-Lt",7,0.4,5,"King","F","SP","yes"
"Saratoga ","",16,1.1,15,"120","F","HP","no"
"Saratoga ","",16,1.1,15,"120","F","HP","no"
"Saratoga ","",15,1.1,15,"120","F","HP","yes"
"Saratoga ","",15,1.1,15,"120","F","HP","yes"
"Satin ","",13,0.9,10,"100","F","SP","no"
"Satin ","",13,0.9,11,"100","F","SP","yes"
"Savvy* ","Lt",13,1.1,12,"100","F","SP","no"
"Savvy* ","Lt",13,1.1,12,"100","F","SP","yes"
"Scotch Buy* ","FF",18,0.8,13,"100","F","SP","no"
"Scotch Buy* ","Lt",12,0.7,9,"100","F","SP","no"
"Scotch Buy* ","Lt",12,0.7,10,"100","F","SP","yes"
"Scotch Buy* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Scotch Buy* ","FF",16,0.8,14,"King","F","SP","no"
"Scotch Buy* ","Lt",13,0.7,10,"King","F","SP","no"
"Scotch Buy* ","Lt",12,0.6,9,"King","F","SP","yes"
"Scotch Buy* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Sebring* ","FF",18,0.8,13,"100","F","SP","no"
"Sebring* ","FF",17,0.8,13,"100","F","SP","yes"
"Sebring* ","Lt",12,0.7,9,"100","F","SP","no"
"Sebring* ","Lt",12,0.7,10,"100","F","SP","yes"
"Sebring* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Sebring* ","FF",16,0.8,14,"King","F","SP","no"
"Sebring* ","FF",17,0.8,14,"King","F","SP","yes"
"Sebring* ","Lt",13,0.7,10,"King","F","SP","no"
"Sebring* ","Lt",12,0.6,9,"King","F","SP","yes"
"Sebring* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Sebring* ","",16,1.1,20,"King","NF","SP","no"
"Signature* ","FF",18,0.8,13,"100","F","SP","no"
"Signature* ","FF",17,0.8,13,"100","F","SP","yes"
"Signature* ","Lt",12,0.7,9,"100","F","SP","no"
"Signature* ","Lt",12,0.7,10,"100","F","SP","yes"
"Signature* ","Ultra-Lt",8,0.3,4,"100","F","SP","no"
"Signature* ","FF",16,0.8,14,"King","F","SP","no"
"Signature* ","FF",17,0.8,14,"King","F","SP","yes"
"Signature* ","Lt",13,0.7,10,"King","F","SP","no"
"Signature* ","Lt",12,0.6,9,"King","F","SP","yes"
"Signature* ","Ultra-Lt",6,0.3,4,"King","F","SP","no"
"Silva Thins ","",11,0.9,12,"100","F","HP","no"
"Silva Thins ","",11,0.9,11,"100","F","HP","yes"
